second,Latitude,Longitude
1346430188,35.5883449,51.2050504
1346687005,35.5883845,51.205029
1347072027,35.5884681,51.2050008
1347271985,35.588511,51.2049938
1347672174,35.5885975,51.2049898
1347886992,35.5886407,51.2049913
1348286968,35.5887268,51.2050004
1348686817,35.588813,51.2050157
1349106709,35.5888993,51.2050391
1349487146,35.5889844,51.2050742
1349848820,35.5890665,51.2051218
1350086733,35.5891056,51.2051513
1350487057,35.5891787,51.2052199
1350872076,35.5892448,51.2052997
1351072118,35.5892753,51.205343
1351248635,35.5893041,51.205388
1351471923,35.5893315,51.2054351
1351871728,35.5893807,51.2055339
1352086666,35.5894019,51.2055852
1352487274,35.5894381,51.2056926
1352871929,35.5894645,51.205805
1353072064,35.5894735,51.2058623
1353272021,35.5894802,51.2059203
1353472031,35.5894845,51.2059788
1353648679,35.5894865,51.2060368
1353848656,35.589485,51.206095
1354048657,35.5894805,51.2061524
1354286951,35.5894741,51.2062086
1354687022,35.5894572,51.2063197
1355087170,35.5894357,51.2064284
1355487025,35.5894096,51.2065349
1355772181,35.5893799,51.2066394
1355972209,35.5893642,51.2066912
1356172037,35.5893481,51.2067429
1356387706,35.5893316,51.2067943
1356586739,35.5893144,51.2068453
1356772071,35.5892969,51.2068959
1356972192,35.589279,51.2069467
1357186777,35.5892606,51.2069973
1357372168,35.5892419,51.2070479
1357572052,35.589223,51.2070983
1357771986,35.5892039,51.2071484
1357972208,35.5891848,51.2071989
1358148785,35.5891661,51.2072495
1358372160,35.5891475,51.2073002
1358572570,35.589129,51.207351
1358772155,35.5891108,51.2074022
1358972020,35.5890926,51.2074531
1359172172,35.5890735,51.2075026
1359372238,35.5890545,51.2075523
1359589808,35.5890346,51.2076017
1359772170,35.5890145,51.2076508
1359972192,35.5889939,51.2076993
1360189792,35.5889725,51.2077473
1360390288,35.5889495,51.207794
1360590177,35.5889235,51.2078379
1360790042,35.5888965,51.2078813
1360989761,35.5888684,51.2079237
1361190072,35.5888376,51.2079624
1361390516,35.5888043,51.2079967
1361590074,35.5887695,51.2080279
1361790071,35.5887338,51.2080568
1361990142,35.5886978,51.2080838
1362172443,35.5886613,51.2081075
1362390073,35.5886236,51.2081267
1362590160,35.5885852,51.2081412
1362790157,35.5885469,51.2081513
1362990101,35.5885096,51.2081569
1363189756,35.5884735,51.2081594
1363390481,35.5884388,51.2081595
1363572526,35.5884056,51.2081554
1363806793,35.5883745,51.208148
1363990211,35.5883456,51.2081373
1364190013,35.5883189,51.208125
1364390458,35.588294,51.2081114
1364590081,35.5882707,51.2080972
1364806634,35.5882489,51.2080815
1365190501,35.5882096,51.2080489
1365390072,35.5881925,51.2080319
1365590288,35.5881777,51.2080142
1365790505,35.5881651,51.2079961
1365990648,35.5881539,51.2079775
1366189986,35.5881428,51.2079587
1366372436,35.5881312,51.2079396
1366589792,35.5881205,51.2079203
1366790159,35.5881119,51.2079001
1366990238,35.5881039,51.2078795
1367190078,35.5880964,51.2078586
1367390192,35.5880905,51.2078375
1367589977,35.5880855,51.2078151
1367772199,35.588082,51.2077922
1367990153,35.5880801,51.2077694
1368190042,35.5880794,51.2077466
1368390056,35.5880801,51.2077241
1368590433,35.5880821,51.2077016
1368789951,35.5880847,51.2076789
1368990467,35.5880877,51.2076565
1369172032,35.5880907,51.2076342
1369390502,35.588094,51.2076119
1369589768,35.588098,51.2075897
1369790039,35.5881029,51.2075676
1369990199,35.5881083,51.2075463
1370190118,35.588114,51.2075249
1370390420,35.5881198,51.2075037
1370572037,35.5881253,51.2074823
1370772198,35.588131,51.2074608
1370972428,35.5881368,51.2074394
1371172183,35.5881416,51.207418
1371372459,35.5881467,51.207397
1371572450,35.5881521,51.2073759
1371789988,35.5881572,51.2073546
1371989770,35.5881624,51.2073336
1372189729,35.5881675,51.2073128
1372390457,35.5881727,51.2072922
1372589987,35.5881774,51.2072715
1372790049,35.5881818,51.2072506
1372989760,35.5881855,51.2072304
1373172279,35.5881884,51.2072102
1373372060,35.5881908,51.2071899
1373572525,35.588192,51.2071697
1373772014,35.5881929,51.2071494
1373972043,35.5881933,51.2071294
1374189626,35.5881932,51.2071093
1374372277,35.5881919,51.2070896
1374572529,35.5881897,51.2070701
1374772005,35.5881868,51.2070507
1374971786,35.5881833,51.2070311
1375190505,35.5881792,51.207011
1375390460,35.5881751,51.2069902
1375589648,35.5881708,51.2069687
1375790012,35.5881664,51.2069471
1375972169,35.5881618,51.206924
1376189939,35.5881575,51.2068996
1376390162,35.5881529,51.2068738
1376590037,35.5881487,51.2068466
1376790085,35.588145,51.2068182
1376990142,35.5881413,51.2067893
1377189813,35.5881373,51.2067593
1377372447,35.5881324,51.2067285
1377589752,35.5881269,51.206697
1377790051,35.5881221,51.2066657
1377990212,35.5881176,51.2066342
1378190050,35.588113,51.2066023
1378390424,35.5881081,51.2065699
1378589779,35.588103,51.2065373
1378772160,35.5880971,51.206504
1378990033,35.588091,51.2064706
1379190028,35.588085,51.206436
1379390191,35.588079,51.2064011
1379589969,35.588073,51.2063656
1379790063,35.5880677,51.2063293
1379990197,35.5880636,51.2062922
1380172183,35.5880606,51.2062539
1380390456,35.5880587,51.2062152
1380589791,35.5880583,51.2061763
1380790718,35.5880594,51.2061369
1380990373,35.5880625,51.206098
1381190076,35.5880668,51.2060592
1381390437,35.5880719,51.2060204
1381590040,35.5880778,51.2059817
1381790027,35.5880845,51.2059429
1381990075,35.5880917,51.2059039
1382189999,35.5880989,51.2058646
1382390280,35.5881065,51.2058252
1382590052,35.5881133,51.2057849
1382790147,35.5881201,51.2057446
1382972216,35.5881271,51.2057044
1383190017,35.5881338,51.205664
1383390213,35.5881404,51.2056229
1383586681,35.5881468,51.2055815
1383787051,35.5881528,51.2055399
1383987017,35.5881585,51.2054976
1384186969,35.5881639,51.2054549
1384372443,35.5881696,51.2054122
1384610108,35.5881756,51.2053694
1384787198,35.5881817,51.2053262
1384987076,35.5881882,51.2052828
1385187485,35.5881952,51.2052393
1385387156,35.5882028,51.2051959
1385587007,35.5882112,51.2051526
1385771996,35.5882202,51.2051092
1385972059,35.5882301,51.205066
1386172207,35.5882408,51.2050229
1386372070,35.588252,51.2049801
1386586637,35.5882637,51.2049374
1386787004,35.5882755,51.2048947
1386972061,35.5882867,51.2048516
1387172529,35.5882975,51.2048081
1387372437,35.5883079,51.2047646
1387572274,35.5883178,51.2047208
1387786806,35.5883269,51.2046763
1387987166,35.5883359,51.2046322
1388187010,35.5883442,51.204588
1388386794,35.5883516,51.2045437
1388586977,35.5883588,51.204499
1388787102,35.5883665,51.2044542
1388987186,35.5883749,51.2044092
1389187177,35.5883841,51.2043648
1389387105,35.5883939,51.20432
1389587008,35.5884046,51.2042748
1389787029,35.5884174,51.2042303
1389987022,35.5884324,51.2041865
1390187065,35.5884498,51.2041437
1390387184,35.5884696,51.2041022
1390587039,35.5884919,51.2040637
1390787029,35.5885149,51.2040275
1390986986,35.5885389,51.2039946
1391172501,35.5885632,51.2039645
1391387185,35.5885876,51.2039365
1391586676,35.588612,51.2039099
1391787047,35.588636,51.2038839
1391987017,35.5886601,51.2038589
1392187042,35.5886841,51.2038347
1392387274,35.5887082,51.2038115
1392572022,35.5887322,51.2037885
1392787034,35.5887559,51.2037642
1392972511,35.5887795,51.2037386
1393172179,35.5888034,51.2037128
1393372466,35.5888275,51.2036875
1393572069,35.5888522,51.2036613
1393771958,35.5888777,51.2036343
1393972183,35.5889043,51.2036065
1394172190,35.5889322,51.2035775
1394372509,35.5889611,51.2035474
1394571806,35.5889907,51.203516
1394771815,35.5890214,51.2034824
1394972175,35.5890538,51.2034467
1395187042,35.5890879,51.2034106
1395372548,35.5891239,51.2033758
1395586993,35.5891621,51.2033429
1395787199,35.5892019,51.2033121
1395987046,35.589243,51.2032838
1396186623,35.5892859,51.2032588
1396387055,35.5893307,51.2032378
1396586943,35.5893764,51.2032212
1396771732,35.5894229,51.2032109
1396986703,35.5894698,51.2032065
1397186927,35.5895166,51.2032066
1397387007,35.5895633,51.2032099
1397586758,35.5896097,51.2032157
1397786804,35.5896559,51.2032238
1397986744,35.5897017,51.2032335
1398172033,35.5897474,51.2032445
1398387062,35.5897929,51.2032569
1398586627,35.5898384,51.2032712
1398786658,35.5898834,51.2032878
1398986697,35.5899283,51.2033081
1399186789,35.5899719,51.2033319
1399387037,35.5900139,51.2033595
1399572061,35.5900547,51.203391
1399771926,35.5900938,51.2034259
1400010018,35.590131,51.2034634
1400187542,35.5901664,51.2035035
1400386939,35.5902003,51.2035462
1400586981,35.5902323,51.2035899
1400787010,35.5902626,51.2036348
1400972176,35.5902911,51.2036815
1401187022,35.5903177,51.2037304
1401387158,35.5903432,51.2037817
1401586775,35.5903676,51.2038339
1401787017,35.5903893,51.2038874
1401986794,35.5904077,51.2039435
1402172143,35.5904228,51.2040011
1402372428,35.5904355,51.2040591
1402572112,35.5904458,51.2041179
1402972172,35.5904589,51.204237
1403172192,35.5904622,51.2042966
1403372479,35.5904631,51.2043567
1403572038,35.5904617,51.2044165
1403771811,35.5904583,51.2044765
1403972686,35.5904524,51.2045368
1404172163,35.590444,51.2045962
1404372609,35.5904344,51.2046552
1404572411,35.5904238,51.2047147
1404786741,35.5904124,51.2047749
1404972292,35.5904002,51.2048341
1405187496,35.5903879,51.204893
1405372542,35.5903752,51.2049513
1405571966,35.5903622,51.2050096
1405787048,35.5903482,51.2050677
1406010019,35.5903334,51.2051256
1406187041,35.5903183,51.205185
1406372589,35.5903039,51.2052465
1406572193,35.5902899,51.2053093
1406787174,35.590276,51.2053746
1406986794,35.5902621,51.2054409
1407186935,35.5902481,51.2055083
1407386986,35.5902338,51.2055765
1407586743,35.5902196,51.205646
1407771619,35.5902046,51.2057161
1407986797,35.5901886,51.2057871
1408186545,35.5901718,51.2058594
1408409683,35.5901541,51.2059321
1408586930,35.5901375,51.2060062
1408787010,35.5901194,51.2060817
1408987048,35.590096,51.2061566
1409171948,35.5900682,51.2062303
1409386679,35.5900374,51.206301
1409672023,35.5900072,51.2063663
1409848281,35.589977,51.206427
1410048732,35.5899483,51.2064849
1410248690,35.58992,51.2065398
1410448812,35.5898927,51.2065932
1410626688,35.5898655,51.2066451
1410848618,35.5898387,51.2066953
1411074192,35.5898124,51.2067447
1411248678,35.5897865,51.2067931
1411449072,35.5897606,51.2068394
1411648845,35.5897349,51.2068838
1411848464,35.5897098,51.2069266
1412048636,35.5896843,51.20697
1412274961,35.5896583,51.2070125
1412448975,35.5896322,51.2070558
1412648715,35.5896053,51.2070993
1412848691,35.5895786,51.2071421
1413048216,35.589552,51.2071846
1413248620,35.5895249,51.2072271
1413448772,35.5894974,51.2072693
1413649008,35.5894691,51.2073108
1413848604,35.5894403,51.2073524
1414048655,35.5894106,51.207393
1414275040,35.5893798,51.2074332
1414475669,35.5893481,51.2074729
1414648755,35.5893153,51.2075114
1414848703,35.5892812,51.2075491
1415048811,35.589246,51.2075858
1415248692,35.5892097,51.2076207
1415475207,35.5891721,51.2076548
1415675010,35.5891335,51.2076866
1415848763,35.5890942,51.2077161
1416048476,35.5890539,51.207743
1416248700,35.5890126,51.2077667
1416449150,35.5889703,51.207788
1416626767,35.5889268,51.2078044
1416787158,35.588883,51.2078185
1416987026,35.5888392,51.2078296
1417206560,35.5887952,51.2078377
1417387079,35.5887516,51.2078422
1417587049,35.5887081,51.2078435
1417787196,35.5886653,51.207843
1417987030,35.5886226,51.2078399
1418187033,35.588581,51.2078341
1418387173,35.5885399,51.207826
1418606748,35.588499,51.2078157
1418787164,35.5884589,51.2078042
1418987060,35.5884197,51.2077895
1419187159,35.588381,51.2077728
1419387152,35.588343,51.2077541
1419586990,35.5883059,51.2077333
1419787755,35.5882705,51.2077098
1419987065,35.5882366,51.2076846
1420171789,35.5882035,51.2076579
1420409720,35.588171,51.2076295
1420587052,35.5881395,51.2075994
1420787048,35.588109,51.2075682
1420987140,35.5880796,51.2075348
1421187210,35.5880522,51.2074994
1421387194,35.5880261,51.2074633
1421571744,35.5880006,51.2074252
1421787063,35.5879767,51.2073866
1422010025,35.5879549,51.2073464
1422187202,35.587935,51.2073043
1422387174,35.5879168,51.2072612
1422587001,35.5879005,51.2072167
1422810203,35.587887,51.2071717
1422987272,35.5878764,51.2071258
1423210021,35.5878685,51.207079
1423410012,35.5878629,51.2070321
1423610058,35.5878597,51.2069853
1423810161,35.5878583,51.2069383
1424010197,35.5878582,51.206892
1424209741,35.5878595,51.2068458
1424387443,35.587861,51.2068003
1424610519,35.5878629,51.2067545
1424810167,35.5878651,51.2067088
1425009694,35.5878674,51.2066635
1425210507,35.5878693,51.2066183
1425410062,35.5878711,51.2065728
1425610317,35.5878725,51.2065272
1425787072,35.5878734,51.2064809
1426010044,35.5878736,51.206434
1426209688,35.5878733,51.2063875
1426410174,35.5878728,51.2063411
1426610474,35.5878728,51.2062946
1426810214,35.5878731,51.2062477
1427010152,35.5878736,51.2062007
1427186997,35.5878747,51.2061535
1427410527,35.5878761,51.2061065
1427571635,35.5878786,51.2060603
1427771780,35.5878829,51.2060141
1427972159,35.5878884,51.2059681
1428171994,35.5878947,51.2059223
1428372024,35.5879012,51.2058767
1428771814,35.5879148,51.2057858
1428972024,35.5879216,51.2057403
1429171810,35.5879281,51.205695
1429372013,35.5879342,51.2056495
1429571731,35.5879399,51.2056039
1429772034,35.5879447,51.2055583
1429972001,35.5879483,51.2055124
1430171714,35.5879512,51.2054663
1430372035,35.5879532,51.2054203
1430572206,35.5879545,51.2053741
1430772537,35.5879555,51.2053277
1430971806,35.5879566,51.2052815
1431171742,35.5879578,51.2052352
1431371790,35.5879588,51.2051889
1431572073,35.5879598,51.2051428
1431771809,35.5879609,51.2050963
1431971735,35.5879626,51.2050501
1432171675,35.5879648,51.2050038
1432387148,35.5879676,51.2049572
1432572436,35.5879707,51.2049107
1432772028,35.5879748,51.2048648
1432986780,35.5879798,51.2048184
1433186711,35.5879858,51.2047723
1433386753,35.5879928,51.2047259
1433587007,35.5880012,51.2046801
1433771961,35.5880115,51.2046345
1433971798,35.5880234,51.2045891
1434171764,35.5880374,51.2045443
1434371780,35.5880538,51.2045005
1434586940,35.5880724,51.204458
1434771984,35.5880925,51.2044164
1434971946,35.5881144,51.2043759
1435186772,35.5881392,51.2043371
1435371790,35.5881659,51.2043
1435572155,35.5881945,51.2042646
1435771981,35.5882253,51.2042311
1435971986,35.5882574,51.2041994
1436171968,35.5882913,51.2041705
1436371962,35.5883269,51.2041432
1436572020,35.5883638,51.2041184
1436771804,35.5884024,51.2040967
1436971986,35.5884423,51.204078
1437171812,35.5884829,51.2040617
1437371976,35.5885243,51.2040476
1437571963,35.5885663,51.2040347
1437771801,35.5886089,51.2040233
1437971953,35.5886525,51.2040135
1438171866,35.5886968,51.2040062
1438386780,35.5887409,51.2040012
1438609810,35.5887857,51.2039995
1438787033,35.5888309,51.2039989
1438971766,35.5888762,51.204001
1439171802,35.5889217,51.2040059
1439372006,35.5889666,51.2040142
1439572157,35.589011,51.2040253
1439787165,35.5890557,51.2040396
1439971777,35.5890997,51.204058
1440171754,35.5891428,51.2040803
1440372012,35.5891848,51.2041054
1440572201,35.5892264,51.2041329
1440771744,35.5892672,51.204163
1440971723,35.589307,51.2041953
1441171804,35.5893458,51.2042304
1441371865,35.5893834,51.2042682
1441571927,35.5894193,51.2043086
1441772024,35.5894535,51.2043517
1441971729,35.5894864,51.2043964
1442171777,35.5895181,51.2044424
1442372155,35.5895482,51.2044904
1442571986,35.5895765,51.2045403
1442786663,35.5896036,51.2045913
1442987177,35.5896301,51.2046434
1443171785,35.5896553,51.2046965
1443372014,35.5896788,51.2047507
1443572188,35.5897011,51.2048061
1443771988,35.5897229,51.2048616
1443987421,35.589745,51.2049167
1444171815,35.5897673,51.2049714
1444387157,35.5897898,51.2050257
1444571984,35.5898122,51.2050797
1444771816,35.5898343,51.205134
1444971809,35.5898562,51.2051883
1445171756,35.5898781,51.2052424
1445371785,35.5899001,51.2052968
1445571967,35.589922,51.2053516
1445771798,35.5899436,51.2054065
1445986993,35.5899635,51.2054619
1446171813,35.5899795,51.2055196
1446371794,35.5899917,51.2055797
1446572077,35.590001,51.2056413
1446771806,35.5900065,51.2057031
1446971983,35.5900085,51.2057645
1447171959,35.590008,51.2058258
1447371807,35.5900049,51.2058868
1447571704,35.5900005,51.2059477
1447771810,35.5899948,51.2060087
1447987008,35.5899875,51.2060687
1448187028,35.5899779,51.2061278
1448387204,35.5899668,51.2061864
1448571916,35.5899554,51.2062451
1448771817,35.589944,51.2063037
1448972000,35.5899326,51.2063621
1449171758,35.5899207,51.2064196
1449387049,35.5899078,51.2064764
1449610194,35.589893,51.2065324
1449786985,35.5898772,51.2065873
1449986696,35.5898614,51.2066419
1450171815,35.5898453,51.2066969
1450387277,35.5898288,51.206752
1450572010,35.5898108,51.206807
1450787112,35.5897912,51.206861
1450987048,35.5897673,51.2069128
1451187016,35.5897393,51.2069593
1451387068,35.5897098,51.207001
1451586990,35.58968,51.2070389
1451787192,35.589649,51.2070723
1451971744,35.5896183,51.2071029
1452186974,35.5895881,51.207132
1452387205,35.5895578,51.2071596
1452586970,35.5895281,51.2071864
1452771996,35.5894989,51.2072122
1452971751,35.5894701,51.2072373
1453171949,35.5894415,51.2072614
1453371734,35.589413,51.207284
1453671962,35.5893847,51.2073046
1453848763,35.5893575,51.2073254
1454048571,35.5893304,51.2073448
1454248562,35.5893037,51.2073627
1454448744,35.5892776,51.2073805
1454648648,35.5892514,51.2073972
1454848469,35.5892253,51.2074146
1455048766,35.5891982,51.2074333
1455248561,35.5891709,51.2074525
1455448743,35.5891433,51.207472
1455648624,35.5891153,51.2074917
1455848726,35.5890862,51.2075113
1456026931,35.5890558,51.2075313
1456226792,35.5890239,51.2075512
1456448691,35.5889908,51.2075713
1456627052,35.5889552,51.2075914
1456787013,35.5889186,51.207612
1456987015,35.5888804,51.207633
1457187064,35.5888407,51.2076547
1457387279,35.588799,51.2076761
1457587009,35.5887548,51.2076964
1457806648,35.5887086,51.2077137
1457987018,35.5886614,51.2077272
1458186971,35.5886138,51.2077373
1458387171,35.5885666,51.2077445
1458587019,35.5885197,51.2077485
1458787021,35.588473,51.207749
1458987055,35.5884261,51.2077458
1459187055,35.5883806,51.207738
1459387444,35.5883368,51.2077264
1459587278,35.5882945,51.207711
1459787067,35.5882541,51.2076916
1459987032,35.5882152,51.2076692
1460186719,35.5881776,51.2076439
1460387157,35.5881419,51.2076176
1460587071,35.5881082,51.2075901
1460787176,35.5880755,51.2075611
1461006696,35.5880435,51.2075305
1461206638,35.588013,51.2074988
1461406788,35.5879834,51.2074641
1461586745,35.5879568,51.2074274
1461787072,35.587932,51.2073887
1462006987,35.5879101,51.2073485
1462206524,35.5878914,51.2073066
1462407340,35.5878747,51.2072632
1462586974,35.5878611,51.207218
1462787064,35.5878507,51.2071723
1462987155,35.5878426,51.2071252
1463206666,35.5878373,51.2070774
1463406679,35.5878346,51.2070302
1463606930,35.5878345,51.2069829
1463806811,35.5878362,51.2069363
1464007055,35.5878381,51.2068905
1464207154,35.5878399,51.2068462
1464387147,35.5878416,51.2068038
1464606762,35.5878433,51.2067633
1464787021,35.5878444,51.2067247
1464987148,35.5878452,51.2066873
1465206938,35.5878452,51.2066504
1465387162,35.5878444,51.2066148
1465587015,35.5878437,51.20658
1465787017,35.5878428,51.2065455
1466006816,35.587842,51.2065117
1466207075,35.5878416,51.206479
1466407503,35.5878417,51.2064468
1466672421,35.5878425,51.2064153
1466871715,35.5878444,51.2063844
1467048627,35.5878469,51.2063542
1467248532,35.5878498,51.2063237
1467471972,35.5878529,51.2062923
1467672079,35.5878566,51.206261
1467848635,35.5878602,51.2062293
1468071715,35.5878642,51.2061966
1468248584,35.5878687,51.206163
1468472063,35.5878731,51.2061281
1468848685,35.5878811,51.2060536
1469071997,35.5878846,51.2060136
1469271713,35.5878874,51.2059707
1469487189,35.5878896,51.2059253
1469849027,35.5878967,51.2058326
1470048740,35.5879025,51.2057853
1470271708,35.5879095,51.2057377
1470486801,35.5879174,51.2056901
1470849116,35.5879371,51.2055958
1471072014,35.5879487,51.2055493
1471248694,35.587961,51.205503
1471471987,35.5879734,51.2054569
1471687057,35.5879861,51.2054115
1472072206,35.588012,51.2053224
1472272036,35.588025,51.2052777
1472487068,35.5880378,51.2052334
1472871718,35.5880636,51.2051449
1473071806,35.5880764,51.2051006
1473271677,35.5880893,51.2050562
1473472728,35.5881028,51.2050121
1473871749,35.5881355,51.2049264
1474048538,35.5881551,51.2048848
1474248576,35.588177,51.2048449
1474487011,35.5882019,51.2048074
1474887158,35.5882592,51.2047398
1475271682,35.5883235,51.2046812
1475448761,35.5883574,51.2046551
1475572159,35.5883923,51.2046307
1475787034,35.5884282,51.2046076
1475987033,35.5884652,51.2045859
1476172477,35.5885028,51.2045658
1476372101,35.5885411,51.2045477
1476572477,35.5885806,51.2045313
1476771718,35.5886211,51.204517
1476987179,35.5886628,51.2045058
1477172425,35.5887056,51.2044981
1477372041,35.5887489,51.2044936
1477571785,35.5887925,51.2044917
1477771968,35.5888362,51.2044921
1477972508,35.5888801,51.2044945
1478172207,35.5889243,51.2044991
1478372005,35.5889686,51.2045059
1478771950,35.5890568,51.2045268
1478986800,35.5891008,51.2045414
1479172291,35.5891443,51.2045587
1479371989,35.5891872,51.2045789
1479586961,35.5892283,51.2046036
1479786782,35.5892691,51.2046295
1479986968,35.5893092,51.2046573
1480186966,35.5893485,51.2046871
1480387198,35.5893871,51.2047188
1480586817,35.589425,51.2047523
1480771804,35.589462,51.2047876
1480972024,35.5894982,51.2048252
1481187056,35.5895334,51.2048649
1481372461,35.5895675,51.2049061
1481572063,35.5896002,51.2049491
1481771934,35.5896313,51.2049942
1481972213,35.5896608,51.2050407
1482186972,35.5896889,51.205088
1482372422,35.5897156,51.2051373
1482572194,35.5897404,51.205188
1482771730,35.5897633,51.2052389
1482972190,35.5897849,51.205291
1483186971,35.5898059,51.2053446
1483372468,35.5898254,51.2053989
1483572170,35.5898431,51.2054544
1483771757,35.589859,51.2055108
1483972185,35.5898734,51.2055674
1484186994,35.5898855,51.2056248
1484387068,35.5898958,51.2056832
1484572056,35.5899054,51.2057417
1484771930,35.589914,51.2058003
1484972178,35.5899213,51.2058596
1485172052,35.5899278,51.2059191
1485387026,35.5899341,51.2059789
1485586815,35.5899408,51.2060387
1485771976,35.5899477,51.2060984
1485986787,35.589955,51.2061575
1486172046,35.5899625,51.2062161
1486387059,35.5899706,51.2062746
1486587011,35.5899791,51.2063327
1486786649,35.5899873,51.2063902
1486972156,35.5899964,51.2064474
1487171985,35.5900054,51.2065038
1487386790,35.5900135,51.2065611
1487586952,35.5900214,51.2066191
1487771972,35.5900282,51.2066772
1487972412,35.5900341,51.2067353
1488172025,35.5900382,51.2067936
1488387018,35.5900406,51.2068522
1488572204,35.5900417,51.206911
1488771998,35.5900418,51.2069695
1488972486,35.5900407,51.2070278
1489172070,35.5900379,51.2070858
1489372460,35.5900328,51.2071425
1489587031,35.5900267,51.2071973
1489787056,35.5900198,51.2072507
1489972303,35.5900119,51.2073021
1490172175,35.590003,51.2073511
1490372442,35.5899933,51.2073988
1490572539,35.5899829,51.2074455
1490787164,35.5899722,51.2074911
1490972492,35.5899612,51.2075355
1491172075,35.5899493,51.2075792
1491372206,35.5899368,51.207622
1491572157,35.5899239,51.2076636
1491787111,35.5899104,51.2077042
1491971742,35.5898967,51.2077443
1492172045,35.5898831,51.2077857
1492386808,35.5898709,51.2078288
1492571936,35.5898588,51.2078725
1492771979,35.589846,51.2079147
1492972456,35.5898329,51.2079522
1493172007,35.5898202,51.2079856
1493348701,35.5898063,51.2080236
1493571985,35.5897922,51.2080642
1493771691,35.5897751,51.2081087
1493972038,35.589756,51.2081536
1494171972,35.5897355,51.2081992
1494372021,35.5897119,51.2082467
1494548715,35.5896838,51.2082959
1494748608,35.5896526,51.2083446
1494948790,35.5896198,51.2083915
1495171668,35.5895861,51.2084348
1495371965,35.5895503,51.2084736
1495548683,35.5895113,51.2085069
1495771616,35.5894677,51.2085374
1495971999,35.5894208,51.2085626
1496148977,35.5893732,51.2085842
1496371804,35.5893248,51.208603
1496571713,35.5892765,51.2086197
1496771627,35.5892274,51.2086339
1496972012,35.5891794,51.2086473
1497171784,35.5891318,51.2086602
1497372002,35.589084,51.2086712
1497626688,35.5890367,51.2086808
1497826659,35.5889894,51.2086904
1498048791,35.588942,51.2086999
1498226665,35.5888947,51.2087095
1498426784,35.5888474,51.2087191
1498627012,35.5888001,51.2087287
1498826669,35.5887527,51.2087382
1499048455,35.5887054,51.2087478
1499226640,35.5886581,51.2087574
1499427050,35.5886467,51.2088016
1499589618,35.5886106,51.2088127
1499789771,35.5885719,51.2088266
1499989809,35.5885298,51.2088427
1500189760,35.5884865,51.2088579
1500389664,35.5884441,51.2088687
1500589599,35.5884003,51.2088784
1500789673,35.5883567,51.2088878
1500989945,35.5883105,51.2088949
1501206575,35.5882638,51.2088986
1501389820,35.588214,51.2088992
1501589644,35.5881646,51.2088949
1501789695,35.5881161,51.2088894
1502006630,35.5880703,51.2088795
1502206746,35.5880264,51.2088634
1502407047,35.5879857,51.2088414
1502590069,35.587948,51.2088147
1502806951,35.5879125,51.2087841
1502990185,35.5878795,51.2087538
1503206973,35.5878477,51.2087214
1503407006,35.5878169,51.2086869
1503590090,35.5877869,51.2086507
1503790119,35.5877584,51.208613
1503990196,35.5877315,51.2085747
1504206694,35.5877047,51.2085344
1504390745,35.5876793,51.2084958
1504806998,35.5876278,51.2084229
1505006706,35.5876022,51.2083863
1505207001,35.5875764,51.2083486
1505406665,35.5875504,51.2083101
1505590058,35.5875251,51.2082715
1505790521,35.5875002,51.2082331
1506007177,35.5874756,51.2081942
1506206923,35.5874513,51.208156
1506406984,35.5874276,51.2081167
1506606786,35.587406,51.208075
1506806736,35.5873889,51.208031
1507006992,35.5873769,51.2079848
1507189968,35.5873694,51.2079371
1507407004,35.5873657,51.207888
1507607480,35.5873656,51.2078381
1507806651,35.5873682,51.2077895
1508006986,35.5873713,51.2077414
1508189971,35.5873743,51.2076932
1508407054,35.5873775,51.2076455
1508590052,35.5873801,51.2075979
1508806751,35.5873825,51.2075514
1509006992,35.5873846,51.2075035
1509206957,35.5873855,51.2074555
1509407069,35.5873861,51.2074077
1509606770,35.5873866,51.2073606
1509806738,35.5873872,51.2073138
1510006603,35.5873882,51.2072664
1510206817,35.5873885,51.2072188
1510407030,35.5873887,51.2071703
1510606786,35.5873878,51.2071197
1510806742,35.5873862,51.207067
1511006996,35.5873841,51.2070143
1511206709,35.5873825,51.2069632
1511390010,35.5873826,51.2069131
1511572050,35.5873839,51.2068646
1511772057,35.587386,51.2068171
1511972467,35.5873885,51.2067704
1512172181,35.5873919,51.2067245
1512372436,35.5873965,51.2066796
1512572527,35.5874028,51.2066357
1512771982,35.5874099,51.2065927
1512972452,35.587417,51.2065497
1513172170,35.5874247,51.2065067
1513372433,35.5874325,51.2064638
1513572001,35.5874404,51.2064211
1513771972,35.5874484,51.2063782
1513972059,35.5874559,51.2063342
1514172169,35.5874632,51.2062903
1514372601,35.5874703,51.2062463
1514572198,35.5874781,51.2062028
1514789757,35.5874863,51.2061586
1514972437,35.5874951,51.2061143
1515172181,35.587505,51.2060695
1515372167,35.5875165,51.2060249
1515572457,35.5875295,51.2059803
1515771742,35.5875445,51.2059358
1515972184,35.5875625,51.2058923
1516172174,35.5875823,51.20585
1516390445,35.5876022,51.205808
1516572193,35.5876221,51.205766
1516771970,35.5876417,51.2057237
1516990190,35.5876604,51.2056808
1517189586,35.5876777,51.2056374
1517373001,35.5876935,51.2055932
1517572353,35.5877083,51.2055487
1517771730,35.587722,51.2055041
1517990189,35.5877344,51.2054589
1518172182,35.5877459,51.2054132
1518390039,35.5877566,51.2053674
